parent_id	parent_reactome_id	parent_name	parent_type	child_id	child_reactome_id	child_name	child_type	polarity	type
5685992	5685992	deoxyribonuclease activity of 3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	CatalystActivity	5685994	5685994	Long-range resection of DNA DSBs by EXO1 or DNA2	Reaction	POS	AND
5684096_5684095_5684140	5684095	DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	Complex	5684141	5684141	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	CatalystActivity	POS	AND
5684096_5684095	5684095	DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	Complex	5684141	5684141	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	CatalystActivity	POS	AND
5684141	5684141	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	CatalystActivity	5684140	5684140	ATM phosphorylates RBBP8	Reaction	POS	AND
5687751	5687751	PPP4C:PPP4R2 [nucleoplasm]	Complex	5687756	5687756	protein serine/threonine phosphatase activity of PPP4C:PPP4R2 [nucleoplasm]	CatalystActivity	POS	AND
5687756	5687756	protein serine/threonine phosphatase activity of PPP4C:PPP4R2 [nucleoplasm]	CatalystActivity	5687758	5687758	PPP4C:PPP4R2 dephosphorylates RPA2	Reaction	POS	AND
5685963	5685963	SIRT6 [nucleoplasm]	EntityWithAccessionedSequence	5685961	5685961	NAD-dependent protein deacetylase activity of SIRT6 [nucleoplasm]	CatalystActivity	POS	AND
5685961	5685961	NAD-dependent protein deacetylase activity of SIRT6 [nucleoplasm]	CatalystActivity	5685953	5685953	SIRT6 deacetylates RBBP8	Reaction	POS	AND
5684081_5684094	5684094	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	Complex	5684098	5684098	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	CatalystActivity	POS	AND
5684081_5684094_5684096	5684094	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	Complex	5684098	5684098	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	CatalystActivity	POS	AND
5684098	5684098	protein serine/threonine kinase activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	CatalystActivity	5684096	5684096	CDK2 phosphorylates RBBP8	Reaction	POS	AND
5685011_5685039	5685039	ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	5685163	5685163	protein serine/threonine kinase activity of ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	POS	AND
5685011_5685039_5685156	5685039	ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	5685163	5685163	protein serine/threonine kinase activity of ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	POS	AND
5685163	5685163	protein serine/threonine kinase activity of ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	5685156	5685156	ATR phosphorylates RPA2	Reaction	POS	AND
5684073	5684073	RNF4 homodimer [nucleoplasm]	Complex	5684070	5684070	ubiquitin protein ligase activity of RNF4 homodimer [nucleoplasm]	CatalystActivity	POS	AND
5684070	5684070	ubiquitin protein ligase activity of RNF4 homodimer [nucleoplasm]	CatalystActivity	5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	POS	AND
5683808	5683808	DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	Complex	5684057	5684057	SUMO transferase activity of DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	CatalystActivity	POS	AND
5684057	5684057	SUMO transferase activity of DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	CatalystActivity	5684052	5684052	PIAS4 SUMOylates MDC1	Reaction	POS	AND
5684882_5684883_5684887	5684883	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	Complex	5684888	5684888	protein serine/threonine kinase activity of ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	CatalystActivity	POS	AND
5684882_5684883	5684883	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	Complex	5684888	5684888	protein serine/threonine kinase activity of ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	CatalystActivity	POS	AND
5684888	5684888	protein serine/threonine kinase activity of ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	CatalystActivity	5684887	5684887	Activation of CHEK1 at resected DNA DSBs	Reaction	POS	AND
5693564_5693590	5693590	RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	5686641	5686641	annealing activity of RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	POS	AND
5693564_5693590_5686642	5693590	RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	5686641	5686641	annealing activity of RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	POS	AND
5686641	5686641	annealing activity of RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	CatalystActivity	5686642	5686642	RAD52 promotes single strand annealing at resected DNA DSBs	Reaction	POS	AND
109943	109943	ERCC1:ERCC4 [nucleoplasm]	Complex	5686658	5686658	endodeoxyribonuclease activity of ERCC1:ERCC4 [nucleoplasm]	CatalystActivity	POS	AND
5686658	5686658	endodeoxyribonuclease activity of ERCC1:ERCC4 [nucleoplasm]	CatalystActivity	5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	POS	AND
5686576	5686576	p-S456-ABL1 [nucleoplasm]	EntityWithAccessionedSequence	5686585	5686585	protein tyrosine kinase activity of p-S456-ABL1 [nucleoplasm]	CatalystActivity	POS	AND
5686585	5686585	protein tyrosine kinase activity of p-S456-ABL1 [nucleoplasm]	CatalystActivity	5686587	5686587	ABL1 phosphorylates RAD52	Reaction	POS	AND
176231	176231	ATRIP [nucleoplasm]	EntityWithAccessionedSequence	176269	176269	ATR:ATRIP [nucleoplasm]	Complex	POS	AND
912443	912443	ATR [nucleoplasm]	EntityWithAccessionedSequence	176269	176269	ATR:ATRIP [nucleoplasm]	Complex	POS	AND
176353	176353	RAD17:RFC [nucleoplasm]	Complex	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5684880	5684880	RHNO1 [nucleoplasm]	EntityWithAccessionedSequence	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5684878	5684878	TOPBP1 [nucleoplasm]	EntityWithAccessionedSequence	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
176312	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5687710	5687710	p-S990,Ac-K1249-BRIP1 [nucleoplasm]	EntityWithAccessionedSequence	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5685980	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5685178	5685178	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex [nucleoplasm]	Complex	5685162	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
939854	939854	UBB(153-228) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939853	939853	UBC(153-228) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939849	939849	RPS27A(1-76) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939847	939847	UBB(1-76) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939844	939844	UBA52(1-76) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939870	939870	UBB(77-152) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939871	939871	UBC(1-76) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939868	939868	UBC(609-684) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939869	939869	UBC(77-152) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939866	939866	UBC(533-608) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939862	939862	UBC(457-532) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939863	939863	UBC(305-380) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939856	939856	UBC(381-456) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
939857	939857	UBC(229-304) [nucleoplasm]	EntityWithAccessionedSequence	68524	68524	Ub [nucleoplasm]	DefinedSet	POS	OR
75202	75202	CCNA [nucleoplasm]	CandidateSet	187952	187952	CCNA:p-T160-CDK2 [nucleoplasm]	Complex	POS	AND
187967	187967	p-T160-CDK2 [nucleoplasm]	EntityWithAccessionedSequence	187952	187952	CCNA:p-T160-CDK2 [nucleoplasm]	Complex	POS	AND
5686438	5686438	EME2 [nucleoplasm]	EntityWithAccessionedSequence	5686454	5686454	EME1,EME2 [nucleoplasm]	CandidateSet	POS	OR
5686437	5686437	EME1 [nucleoplasm]	EntityWithAccessionedSequence	5686454	5686454	EME1,EME2 [nucleoplasm]	CandidateSet	POS	OR
176374	176374	HUS1 [nucleoplasm]	EntityWithAccessionedSequence	176312	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	POS	AND
176222	176222	RAD9 [nucleoplasm]	DefinedSet	176312	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	POS	AND
176382	176382	RAD1 [nucleoplasm]	EntityWithAccessionedSequence	176312	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	POS	AND
8866665	8866665	SEM1 [nucleoplasm]	EntityWithAccessionedSequence	9763135	9763135	BRCA2:SEM1 [nucleoplasm]	Complex	POS	AND
50951	50951	BRCA2 [nucleoplasm]	EntityWithAccessionedSequence	9763135	9763135	BRCA2:SEM1 [nucleoplasm]	Complex	POS	AND
5651799	5651799	PCNA:POLD,POLE:RPA:RFC [nucleoplasm]	Complex	5686084	5686084	PCNA:POLD,POLE,POLH,POLK:RPA:RFC [nucleoplasm]	CandidateSet	POS	OR
5686099	5686099	MonoUb:K164-PCNA:RPA:RFC:POLH,POLK [nucleoplasm]	Complex	5686084	5686084	PCNA:POLD,POLE,POLH,POLK:RPA:RFC [nucleoplasm]	CandidateSet	POS	OR
5687750	5687750	PPP4C [nucleoplasm]	EntityWithAccessionedSequence	5687751	5687751	PPP4C:PPP4R2 [nucleoplasm]	Complex	POS	AND
5687747	5687747	PPP4R2 [nucleoplasm]	EntityWithAccessionedSequence	5687751	5687751	PPP4C:PPP4R2 [nucleoplasm]	Complex	POS	AND
5685955	5685955	Ac-K432,K526,K604-RBBP8 [nucleoplasm]	EntityWithAccessionedSequence	5685960	5685960	Ac-K432,K526,K604-RBBP8 homotetramer [nucleoplasm]	Complex	POS	AND
5686481	5686481	SLX1A [nucleoplasm]	EntityWithAccessionedSequence	5686480	5686480	SLX1A:SLX4 [nucleoplasm]	Complex	POS	AND
5686477	5686477	SLX4 [nucleoplasm]	EntityWithAccessionedSequence	5686480	5686480	SLX1A:SLX4 [nucleoplasm]	Complex	POS	AND
174881	174881	BLM [nucleoplasm]	EntityWithAccessionedSequence	5685972	5685972	BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	POS	AND
912452	912452	TOP3A [nucleoplasm]	EntityWithAccessionedSequence	5685972	5685972	BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	POS	AND
5685951	5685951	RMI2 [nucleoplasm]	EntityWithAccessionedSequence	5685972	5685972	BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	POS	AND
5685949	5685949	RMI1 [nucleoplasm]	EntityWithAccessionedSequence	5685972	5685972	BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	POS	AND
5685311	5685311	CX3 complex [nucleoplasm]	Complex	5686228	5686228	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	5686228	5686228	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5686495	5686495	GEN1 [nucleoplasm]	EntityWithAccessionedSequence	5686489	5686489	SLX1A:SLX4:MUS81:EME1,(MUS81:EME2),GEN1 [nucleoplasm]	DefinedSet	POS	OR
5686474	5686474	SLX1A:SLX4:MUS81:EME1,(MUS81:EME2) [nucleoplasm]	Complex	5686489	5686489	SLX1A:SLX4:MUS81:EME1,(MUS81:EME2),GEN1 [nucleoplasm]	DefinedSet	POS	OR
5685974	5685974	DNA2:BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	5685980	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	OR
5685969	5685969	DNA2:WRN [nucleoplasm]	Complex	5685980	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	OR
5685976	5685976	EXO1:BLM,WRN [nucleoplasm]	Complex	5685980	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	OR
5683806	5683806	p-5S,2T-BRCA1-A Complex [nucleoplasm]	Complex	5683808	5683808	DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	Complex	POS	AND
5683417	5683417	DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1 [nucleoplasm]	Complex	5683808	5683808	DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	Complex	POS	AND
68433	68433	RFC2 [nucleoplasm]	EntityWithAccessionedSequence	176353	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
3008665	3008665	RAD17 [nucleoplasm]	EntityWithAccessionedSequence	176353	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
68427	68427	RFC5 [nucleoplasm]	EntityWithAccessionedSequence	176353	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
68429	68429	RFC4 [nucleoplasm]	EntityWithAccessionedSequence	176353	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
68431	68431	RFC3 [nucleoplasm]	EntityWithAccessionedSequence	176353	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
5684076	5684076	RNF4 [nucleoplasm]	EntityWithAccessionedSequence	5684073	5684073	RNF4 homodimer [nucleoplasm]	Complex	POS	AND
3730619	3730619	SUMO2-C93-UBE2I [nucleoplasm]	EntityWithAccessionedSequence	2993778	2993778	SUMO2:UBE2I [nucleoplasm]	Complex	POS	AND
3730625	3730625	UBE2I-G93-SUMO2 [nucleoplasm]	EntityWithAccessionedSequence	2993778	2993778	SUMO2:UBE2I [nucleoplasm]	Complex	POS	AND
67445	67445	ERCC4 [nucleoplasm]	EntityWithAccessionedSequence	109943	109943	ERCC1:ERCC4 [nucleoplasm]	Complex	POS	AND
54427	54427	ERCC1 [nucleoplasm]	EntityWithAccessionedSequence	109943	109943	ERCC1:ERCC4 [nucleoplasm]	Complex	POS	AND
5684982	5684982	TIMELESS [nucleoplasm]	EntityWithAccessionedSequence	5684985	5684985	TIMELESS:TIPIN [nucleoplasm]	Complex	POS	AND
5684983	5684983	TIPIN [nucleoplasm]	EntityWithAccessionedSequence	5684985	5684985	TIMELESS:TIPIN [nucleoplasm]	Complex	POS	AND
5687710	5687710	p-S990,Ac-K1249-BRIP1 [nucleoplasm]	EntityWithAccessionedSequence	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
5685980	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
5693527	5693527	p-S1981,Ac-K3016-ATM [nucleoplasm]	EntityWithAccessionedSequence	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
5682166	5682166	p-MRN [nucleoplasm]	Complex	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
3321979	3321979	KAT5 [nucleoplasm]	EntityWithAccessionedSequence	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
5685655	5685655	BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	5686226	5686226	Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
