parent_id	parent_reactome_id	parent_name	parent_type	child_id	child_reactome_id	child_name	child_type	polarity	type
109797	109797	GRB2-1:SOS1 [cytosol]	Complex	2685672	2685672	p-SHC1:GRB2:SOS [cytosol]	Complex	POS	AND
1433505	1433505	p-Y239,Y240,Y317-SHC1-2 [cytosol]	EntityWithAccessionedSequence	2685672	2685672	p-SHC1:GRB2:SOS [cytosol]	Complex	POS	AND
5654200	5654200	Activated FGFR1:p-FRS2 [plasma membrane]	Complex	5654262	5654262	Activated FGFR1:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654261	5654261	Activated FGFR1:p-FRS3 [plasma membrane]	Complex	5654262	5654262	Activated FGFR1:p-FRS [plasma membrane]	DefinedSet	POS	OR
169292	169292	p-S222,S226-MAP2K2 [cytosol]	EntityWithAccessionedSequence	5672701	5672701	p-S222,S226 MAP2K2 dimer [cytosol]	Complex	POS	AND
109837	109837	p-S218,S222-MAP2K1 [cytosol]	EntityWithAccessionedSequence	5672703	5672703	p-S218,S222 MAP2K1 dimer [cytosol]	Complex	POS	AND
5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	5654273	5654273	Activated FGFR1:p-SHC1 [plasma membrane]	Complex	POS	AND
1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	5654273	5654273	Activated FGFR1:p-SHC1 [plasma membrane]	Complex	POS	AND
5654201	5654201	Activated FGFR2:p-FRS2 [plasma membrane]	Complex	5654283	5654283	Activated FGFR2:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654284	5654284	Activated FGFR2:p-FRS3 [plasma membrane]	Complex	5654283	5654283	Activated FGFR2:p-FRS [plasma membrane]	DefinedSet	POS	OR
109842	109842	p-T202,Y204-MAPK3 [cytosol]	EntityWithAccessionedSequence	109844	109844	p-T202, Y204 MAPK3 dimer [cytosol]	Complex	POS	AND
418377	418377	PRKG2 [cytosol]	EntityWithAccessionedSequence	4551445	4551445	PRKG2 dimer [cytosol]	Complex	POS	AND
112359	112359	p-T202,Y204-MAPK3 [nucleoplasm]	EntityWithAccessionedSequence	109845	109845	p-T202, Y204 MAPK3 dimer [nucleoplasm]	Complex	POS	AND
5654152	5654152	Activated FGFR2 [plasma membrane]	DefinedSet	5654294	5654294	Activated FGFR2:pY-SHC1 [plasma membrane]	Complex	POS	AND
1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	5654294	5654294	Activated FGFR2:pY-SHC1 [plasma membrane]	Complex	POS	AND
109853	109853	p-T185,Y187-MAPK1 [cytosol]	EntityWithAccessionedSequence	109855	109855	p-T185,Y187 MAPK1 dimer [cytosol]	Complex	POS	AND
112354	112354	p-T185,Y187-MAPK1 [nucleoplasm]	EntityWithAccessionedSequence	109856	109856	p-Y185,Y187 MAPK1 dimer [nucleoplasm]	Complex	POS	AND
5654196	5654196	Activated FGFR3:p-FRS2 [plasma membrane]	Complex	5654305	5654305	Activated FGFR3:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654303	5654303	Activated FGFR3:p-FRS3 [plasma membrane]	Complex	5654305	5654305	Activated FGFR3:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654146	5654146	Activated FGFR3 [plasma membrane]	DefinedSet	5654314	5654314	Activated FGFR3:pY-SHC1 [plasma membrane]	Complex	POS	AND
1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	5654314	5654314	Activated FGFR3:pY-SHC1 [plasma membrane]	Complex	POS	AND
5654193	5654193	Activated FGFR4:p-FRS2 [plasma membrane]	Complex	5654324	5654324	Activated FGFR4:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654326	5654326	Activated FGFR4:p-FRS3 [plasma membrane]	Complex	5654324	5654324	Activated FGFR4:p-FRS [plasma membrane]	DefinedSet	POS	OR
5654158	5654158	Activated FGFR4 [plasma membrane]	DefinedSet	5654340	5654340	Activated FGFR4:pY-SHC1 [plasma membrane]	Complex	POS	AND
1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	5654340	5654340	Activated FGFR4:pY-SHC1 [plasma membrane]	Complex	POS	AND
2179388	2179388	HB-EGF:p-6Y-EGFR [plasma membrane]	Complex	2179410	2179410	HB-EGF:p-6Y-EGFR dimer [plasma membrane]	Complex	POS	AND
179803	179803	p-6Y-EGFR [plasma membrane]	EntityWithAccessionedSequence	9624425	9624425	EGF-like ligands:p-6Y EGFR dimer [plasma membrane]	Complex	POS	AND
9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	9624425	9624425	EGF-like ligands:p-6Y EGFR dimer [plasma membrane]	Complex	POS	AND
74686	74686	GRB2-1 [cytosol]	EntityWithAccessionedSequence	392044	392044	pFAK:Grb2:Sos [cytosol]	Complex	POS	AND
64847	64847	SOS1 [cytosol]	EntityWithAccessionedSequence	392044	392044	pFAK:Grb2:Sos [cytosol]	Complex	POS	AND
354128	354128	p-6Y-PTK2 [cytosol]	EntityWithAccessionedSequence	392044	392044	pFAK:Grb2:Sos [cytosol]	Complex	POS	AND
354132	354132	Vinculin bound to PIP2 [plasma membrane]	Complex	354157	354157	Vinculin bound to alphaIIbbeta3 [plasma membrane]	Complex	POS	AND
354137	354137	Focal complex [plasma membrane]	Complex	354157	354157	Vinculin bound to alphaIIbbeta3 [plasma membrane]	Complex	POS	AND
180276	180276	p-Y349,Y350-SHC1 [cytosol]	EntityWithAccessionedSequence	1250194	1250194	p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane]	Complex	POS	AND
1963588	1963588	p-ERBB2 heterodimers [plasma membrane]	CandidateSet	1250194	1250194	p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane]	Complex	POS	AND
442734	442734	RASGRF1:RASGRF2 heterooligomer [plasma membrane]	Complex	9617302	9617302	RASGRF1 oligomer [plasma membrane]	DefinedSet	POS	OR
9617307	9617307	RASGRF1 homooligomer [plasma membrane]	Complex	9617302	9617302	RASGRF1 oligomer [plasma membrane]	DefinedSet	POS	OR
9617305	9617305	GRIN1:GRIN2B NMDA receptors:PSD proteins [plasma membrane]	Complex	9617306	9617306	Gly,D-Ser:L-Glu:GRIN1:GRIN2B NMDA receptors [plasma membrane]	Complex	POS	AND
9627662	9627662	Gly,D-Ser [extracellular region]	DefinedSet	9617306	9617306	Gly,D-Ser:L-Glu:GRIN1:GRIN2B NMDA receptors [plasma membrane]	Complex	POS	AND
6806977	6806977	HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]	Complex	8851891	8851891	HGF:p-4Y-MET dimer:p-Y317-SHC1-2 [plasma membrane]	Complex	POS	AND
8851895	8851895	p-Y317-SHC1-2 [cytosol]	EntityWithAccessionedSequence	8851891	8851891	HGF:p-4Y-MET dimer:p-Y317-SHC1-2 [plasma membrane]	Complex	POS	AND
186821	186821	Phospho- PDGF receptor dimer [plasma membrane]	DefinedSet	186811	186811	PDGF:Phospho-PDGF receptor dimer [plasma membrane]	Complex	POS	AND
380760	380760	Active PDGF dimers (AA, AB, BB) [extracellular region]	DefinedSet	186811	186811	PDGF:Phospho-PDGF receptor dimer [plasma membrane]	Complex	POS	AND
6806975	6806975	HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]	Complex	6806977	6806977	HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]	Complex	POS	AND
912321	912321	p-Y349,Y350,Y427-SHC1 [cytosol]	EntityWithAccessionedSequence	8854980	8854980	2x p-5Y-RET:GDNF:GFRA complexes:p-Y349,Y350,Y427-SHC1 [plasma membrane]	Complex	POS	AND
8854160	8854160	2x p-5Y-RET:GDNF:GFRA complexes [plasma membrane]	Complex	8854980	8854980	2x p-5Y-RET:GDNF:GFRA complexes:p-Y349,Y350,Y427-SHC1 [plasma membrane]	Complex	POS	AND
205207	205207	p-7Y-KIT [plasma membrane]	EntityWithAccessionedSequence	205310	205310	p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane]	Complex	POS	AND
1433307	1433307	sSCF dimer [extracellular region]	Complex	205310	205310	p-7Y-KIT:sSCF dimer:p-7Y-KIT [plasma membrane]	Complex	POS	AND
179863	179863	EGF [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
1233234	1233234	HBEGF(63-148) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
1233233	1233233	EREG(60-108) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
1233224	1233224	BTC(32-111) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
9624183	9624183	TGFA(24-98) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
9624187	9624187	EPGN(23-154) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
9624190	9624190	AREG(101-187) [extracellular region]	EntityWithAccessionedSequence	9624194	9624194	EGF-like ligands [extracellular region]	DefinedSet	POS	OR
190389	190389	Activated FGFR3c homodimer  [plasma membrane]	Complex	5654146	5654146	Activated FGFR3 [plasma membrane]	DefinedSet	POS	OR
190380	190380	Activated FGFR3b homodimer [plasma membrane]	Complex	5654146	5654146	Activated FGFR3 [plasma membrane]	DefinedSet	POS	OR
192616	192616	Activated FGFR2c homodimer bound to FGF [plasma membrane]	DefinedSet	5654152	5654152	Activated FGFR2 [plasma membrane]	DefinedSet	POS	OR
192606	192606	Activated FGFR2b homodimer bound to FGF [plasma membrane]	DefinedSet	5654152	5654152	Activated FGFR2 [plasma membrane]	DefinedSet	POS	OR
5654152	5654152	Activated FGFR2 [plasma membrane]	DefinedSet	5654284	5654284	Activated FGFR2:p-FRS3 [plasma membrane]	Complex	POS	AND
191475	191475	p-5Y-FRS3 [plasma membrane]	EntityWithAccessionedSequence	5654284	5654284	Activated FGFR2:p-FRS3 [plasma membrane]	Complex	POS	AND
8854740	8854740	FLT3LG dimer [extracellular region]	Complex	9604751	9604751	Active FLT3 [plasma membrane]	Complex	POS	AND
9604780	9604780	Autophosphorylated FLT3 [plasma membrane]	EntityWithAccessionedSequence	9604751	9604751	Active FLT3 [plasma membrane]	Complex	POS	AND
1307958	1307958	Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane]	Complex	5654158	5654158	Activated FGFR4 [plasma membrane]	DefinedSet	POS	OR
190328	190328	Activated FGFR4 homodimer [plasma membrane]	Complex	5654158	5654158	Activated FGFR4 [plasma membrane]	DefinedSet	POS	OR
9611351	9611351	LRRC7 [cytosol]	EntityWithAccessionedSequence	9617305	9617305	GRIN1:GRIN2B NMDA receptors:PSD proteins [plasma membrane]	Complex	POS	AND
9611355	9611355	CaMKII dodecamer [cytosol]	Complex	9617305	9617305	GRIN1:GRIN2B NMDA receptors:PSD proteins [plasma membrane]	Complex	POS	AND
9617309	9617309	GRIN1:GRIN2B NMDA receptors:DLG4:DLG1,DLG2,DLG3,DLG4:NEFL:ACTN2 [plasma membrane]	Complex	9617305	9617305	GRIN1:GRIN2B NMDA receptors:PSD proteins [plasma membrane]	Complex	POS	AND
500333	500333	Activated FGFR1c bound to FGF23:Klotho [plasma membrane]	Complex	5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	POS	OR
190425	190425	Activated FGFR1c homodimer  [plasma membrane]	Complex	5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	POS	OR
190430	190430	Activated FGFR1b homodimer [plasma membrane]	Complex	5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	POS	OR
442723	442723	RASGRF1 [plasma membrane]	EntityWithAccessionedSequence	9617307	9617307	RASGRF1 homooligomer [plasma membrane]	Complex	POS	AND
913412	913412	IL3:IL3R active complex, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	913439	913439	High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p-(Y593,628)-Bc:p(427,349,350)-SHC1 [plasma membrane]	DefinedSet	POS	OR
913428	913428	High affinity GM-CSF receptor complex dimer, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	913439	913439	High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p-(Y593,628)-Bc:p(427,349,350)-SHC1 [plasma membrane]	DefinedSet	POS	OR
913366	913366	High affinity IL-5 receptor complex dimer, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	913439	913439	High affinity binding complex dimers of cytokine receptors using Bc, inactive JAK2, p-(Y593,628)-Bc:p(427,349,350)-SHC1 [plasma membrane]	DefinedSet	POS	OR
420050	420050	Spectrin beta chain [cytosol]	DefinedSet	391839	391839	SPTA:SPTB [cytosol]	Complex	POS	AND
420046	420046	Spectrin alpha chain [cytosol]	DefinedSet	391839	391839	SPTA:SPTB [cytosol]	Complex	POS	AND
5654146	5654146	Activated FGFR3 [plasma membrane]	DefinedSet	5654303	5654303	Activated FGFR3:p-FRS3 [plasma membrane]	Complex	POS	AND
191475	191475	p-5Y-FRS3 [plasma membrane]	EntityWithAccessionedSequence	5654303	5654303	Activated FGFR3:p-FRS3 [plasma membrane]	Complex	POS	AND
391821	391821	p-Y420-FYN [cytosol]	EntityWithAccessionedSequence	391843	391843	NCAM:pFyn-Y420 [plasma membrane]	Complex	POS	AND
375103	375103	NCAM1:NCAM1 trans-homotetramer [plasma membrane]	Complex	391843	391843	NCAM:pFyn-Y420 [plasma membrane]	Complex	POS	AND
1250351	1250351	p-ERBB4cyt1 homodimers [plasma membrane]	DefinedSet	1250341	1250341	p-ERBB4 homodimers [plasma membrane]	DefinedSet	POS	OR
1250293	1250293	p-ERBB4jmAcyt2 homodimer [plasma membrane]	Complex	1250341	1250341	p-ERBB4 homodimers [plasma membrane]	DefinedSet	POS	OR
1963579	1963579	NRGs/EGFLs:p-ERBB4cyt1:p-7Y-ERBB2 [plasma membrane]	Complex	1963568	1963568	Phosphorylated ERBB2:ERBB4cyt1 heterodimers [plasma membrane]	CandidateSet	POS	OR
1250316	1250316	NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane]	Complex	1963568	1963568	Phosphorylated ERBB2:ERBB4cyt1 heterodimers [plasma membrane]	CandidateSet	POS	OR
170959	170959	p-6Y-FRS2 [plasma membrane]	EntityWithAccessionedSequence	5654193	5654193	Activated FGFR4:p-FRS2 [plasma membrane]	Complex	POS	AND
5654158	5654158	Activated FGFR4 [plasma membrane]	DefinedSet	5654193	5654193	Activated FGFR4:p-FRS2 [plasma membrane]	Complex	POS	AND
5654146	5654146	Activated FGFR3 [plasma membrane]	DefinedSet	5654196	5654196	Activated FGFR3:p-FRS2 [plasma membrane]	Complex	POS	AND
170959	170959	p-6Y-FRS2 [plasma membrane]	EntityWithAccessionedSequence	5654196	5654196	Activated FGFR3:p-FRS2 [plasma membrane]	Complex	POS	AND
5654158	5654158	Activated FGFR4 [plasma membrane]	DefinedSet	5654326	5654326	Activated FGFR4:p-FRS3 [plasma membrane]	Complex	POS	AND
191475	191475	p-5Y-FRS3 [plasma membrane]	EntityWithAccessionedSequence	5654326	5654326	Activated FGFR4:p-FRS3 [plasma membrane]	Complex	POS	AND
170959	170959	p-6Y-FRS2 [plasma membrane]	EntityWithAccessionedSequence	5654200	5654200	Activated FGFR1:p-FRS2 [plasma membrane]	Complex	POS	AND
5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	5654200	5654200	Activated FGFR1:p-FRS2 [plasma membrane]	Complex	POS	AND
170959	170959	p-6Y-FRS2 [plasma membrane]	EntityWithAccessionedSequence	5654201	5654201	Activated FGFR2:p-FRS2 [plasma membrane]	Complex	POS	AND
5654152	5654152	Activated FGFR2 [plasma membrane]	DefinedSet	5654201	5654201	Activated FGFR2:p-FRS2 [plasma membrane]	Complex	POS	AND
179803	179803	p-6Y-EGFR [plasma membrane]	EntityWithAccessionedSequence	2179388	2179388	HB-EGF:p-6Y-EGFR [plasma membrane]	Complex	POS	AND
1233234	1233234	HBEGF(63-148) [extracellular region]	EntityWithAccessionedSequence	2179388	2179388	HB-EGF:p-6Y-EGFR [plasma membrane]	Complex	POS	AND
8864079	8864079	p-7Y,Y1112-ERBB2 [plasma membrane]	EntityWithAccessionedSequence	1248703	1248703	EGF:p-6Y-EGFR:p-7Y,Y1112-ERBB2 [plasma membrane]	Complex	POS	AND
1248702	1248702	EGF:p-6Y-EGFR [plasma membrane]	Complex	1248703	1248703	EGF:p-6Y-EGFR:p-7Y,Y1112-ERBB2 [plasma membrane]	Complex	POS	AND
141763	141763	HGF dimer [extracellular region]	Complex	6806975	6806975	HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]	Complex	POS	AND
6806973	6806973	p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]	EntityWithAccessionedSequence	6806975	6806975	HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane]	Complex	POS	AND
8855729	8855729	p-5Y-RET:GFRA4:PSPN [plasma membrane]	Complex	8855746	8855746	p-5Y-RET:GFRA:GDNF complexes [plasma membrane]	DefinedSet	POS	OR
8855757	8855757	p-5Y-RET:GFRA1,GFRA2:GDNF,NRTN [plasma membrane]	Complex	8855746	8855746	p-5Y-RET:GFRA:GDNF complexes [plasma membrane]	DefinedSet	POS	OR
8855755	8855755	p-5Y-RET:GFRA1,GFRA3:ARTN [plasma membrane]	Complex	8855746	8855746	p-5Y-RET:GFRA:GDNF complexes [plasma membrane]	DefinedSet	POS	OR
1963580	1963580	Autophosphorylated p-Y877-ERBB2 heterodimers [plasma membrane]	DefinedSet	1963588	1963588	p-ERBB2 heterodimers [plasma membrane]	CandidateSet	POS	OR
1963585	1963585	p-6Y-ERBB2 heterodimers [plasma membrane]	DefinedSet	1963588	1963588	p-ERBB2 heterodimers [plasma membrane]	CandidateSet	POS	OR
186816	186816	Phospho-alpha receptor homodimer [plasma membrane]	Complex	186821	186821	Phospho- PDGF receptor dimer [plasma membrane]	DefinedSet	POS	OR
186769	186769	Phospho-alpha-Phospho-beta receptor heterodimer [plasma membrane]	Complex	186821	186821	Phospho- PDGF receptor dimer [plasma membrane]	DefinedSet	POS	OR
186805	186805	Phospho-beta receptor homodimer [plasma membrane]	Complex	186821	186821	Phospho- PDGF receptor dimer [plasma membrane]	DefinedSet	POS	OR
1963567	1963567	NRGs/EGFLs:p-ERBB4cyt2:p-7Y-ERBB2 [plasma membrane]	Complex	1963591	1963591	Phosphorylated ERBB2:ERBB4cyt2 heterodimers [plasma membrane]	CandidateSet	POS	OR
1250329	1250329	NRGs/EGFLs:p-ERBB4cyt2:p-6Y-ERBB2 [plasma membrane]	Complex	1963591	1963591	Phosphorylated ERBB2:ERBB4cyt2 heterodimers [plasma membrane]	CandidateSet	POS	OR
1248702	1248702	EGF:p-6Y-EGFR [plasma membrane]	Complex	1963593	1963593	EGF:p-6Y-EGFR:p-6Y,Y1112-ERBB2 [plasma membrane]	Complex	POS	AND
8864081	8864081	p-6Y,Y1112-ERBB2 [plasma membrane]	EntityWithAccessionedSequence	1963593	1963593	EGF:p-6Y-EGFR:p-6Y,Y1112-ERBB2 [plasma membrane]	Complex	POS	AND
350753	350753	VCL [cytosol]	EntityWithAccessionedSequence	354132	354132	Vinculin bound to PIP2 [plasma membrane]	Complex	POS	AND
380759	380759	PDGF A/B heterodimer [extracellular region]	Complex	380760	380760	Active PDGF dimers (AA, AB, BB) [extracellular region]	DefinedSet	POS	OR
380761	380761	active PDGF-AA dimer [extracellular region]	Complex	380760	380760	Active PDGF dimers (AA, AB, BB) [extracellular region]	DefinedSet	POS	OR
184206	184206	active PDGF-BB dimer [extracellular region]	Complex	380760	380760	Active PDGF dimers (AA, AB, BB) [extracellular region]	DefinedSet	POS	OR
377604	377604	Integrin binding divalent cations [extracellular region]	CandidateSet	354137	354137	Focal complex [plasma membrane]	Complex	POS	AND
377603	377603	Integrin alphaIIb beta3 ECM ligands [extracellular region]	DefinedSet	354137	354137	Focal complex [plasma membrane]	Complex	POS	AND
354130	354130	Integrin alphaIIb beta3:p-Y530-SRC:CSK:Talin:RIAM complex [plasma membrane]	Complex	354137	354137	Focal complex [plasma membrane]	Complex	POS	AND
445370	445370	p-T287-CAMK2D [cytosol]	EntityWithAccessionedSequence	9611354	9611354	p-T286-CAMK2A,p-T287-CAMK2B,(p-T287-CAMK2D,p-T287-CAMK2G) [cytosol]	DefinedSet	POS	OR
445371	445371	p-T287-CAMK2B [cytosol]	EntityWithAccessionedSequence	9611354	9611354	p-T286-CAMK2A,p-T287-CAMK2B,(p-T287-CAMK2D,p-T287-CAMK2G) [cytosol]	DefinedSet	POS	OR
445368	445368	p-T286-CAMK2A [cytosol]	EntityWithAccessionedSequence	9611354	9611354	p-T286-CAMK2A,p-T287-CAMK2B,(p-T287-CAMK2D,p-T287-CAMK2G) [cytosol]	DefinedSet	POS	OR
445369	445369	p-T287-CAMK2G [cytosol]	EntityWithAccessionedSequence	9611354	9611354	p-T286-CAMK2A,p-T287-CAMK2B,(p-T287-CAMK2D,p-T287-CAMK2G) [cytosol]	DefinedSet	POS	OR
708330	708330	KITLG-1(26-190) [extracellular region]	EntityWithAccessionedSequence	1433307	1433307	sSCF dimer [extracellular region]	Complex	POS	AND
162568	162568	p-Y-SHC1 [cytosol]	EntityWithAccessionedSequence	453099	453099	IL2:IL2R trimer p-(Y338,392,510)-beta subunit:p-JAK1:JAK3:p-SHC [plasma membrane]	Complex	POS	AND
452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	453099	453099	IL2:IL2R trimer p-(Y338,392,510)-beta subunit:p-JAK1:JAK3:p-SHC [plasma membrane]	Complex	POS	AND
442723	442723	RASGRF1 [plasma membrane]	EntityWithAccessionedSequence	442734	442734	RASGRF1:RASGRF2 heterooligomer [plasma membrane]	Complex	POS	AND
442744	442744	RASGRF2 [plasma membrane]	EntityWithAccessionedSequence	442734	442734	RASGRF1:RASGRF2 heterooligomer [plasma membrane]	Complex	POS	AND
204854	204854	ANGPT1 [extracellular region]	EntityWithAccessionedSequence	204783	204783	ANGPT1:p-5Y,S119-TEK [plasma membrane]	Complex	POS	AND
204772	204772	p-5Y,S1119-TEK [plasma membrane]	EntityWithAccessionedSequence	204783	204783	ANGPT1:p-5Y,S119-TEK [plasma membrane]	Complex	POS	AND
5654170	5654170	Activated FGFR1 [plasma membrane]	DefinedSet	5654261	5654261	Activated FGFR1:p-FRS3 [plasma membrane]	Complex	POS	AND
191475	191475	p-5Y-FRS3 [plasma membrane]	EntityWithAccessionedSequence	5654261	5654261	Activated FGFR1:p-FRS3 [plasma membrane]	Complex	POS	AND
1169507	1169507	p-Y239,Y240,Y317-SHC1-2 [plasma membrane]	EntityWithAccessionedSequence	1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	POS	OR
1169439	1169439	p-Y194,Y195,Y272-SHC1-3 [plasma membrane]	EntityWithAccessionedSequence	1169534	1169534	p-SHC1 p46,p52 [plasma membrane]	DefinedSet	POS	OR
54851	54851	FN1(32-2386) [extracellular region]	EntityWithAccessionedSequence	377603	377603	Integrin alphaIIb beta3 ECM ligands [extracellular region]	DefinedSet	POS	OR
67271	67271	VWF(23-763) [extracellular region]	EntityWithAccessionedSequence	377603	377603	Integrin alphaIIb beta3 ECM ligands [extracellular region]	DefinedSet	POS	OR
140586	140586	fibrin monomer [extracellular region]	Complex	377603	377603	Integrin alphaIIb beta3 ECM ligands [extracellular region]	DefinedSet	POS	OR
912317	912317	IL3:IL3R active complex, JAK2:p-Y593,Y629-IL3RB [plasma membrane]	Complex	913412	913412	IL3:IL3R active complex, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	POS	AND
912321	912321	p-Y349,Y350,Y427-SHC1 [cytosol]	EntityWithAccessionedSequence	913412	913412	IL3:IL3R active complex, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	POS	AND
451911	451911	IL2RG:JAK3 [plasma membrane]	Complex	452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	POS	AND
451921	451921	p-Y-JAK1 [cytosol]	EntityWithAccessionedSequence	452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	POS	AND
450046	450046	IL2RA [plasma membrane]	EntityWithAccessionedSequence	452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	POS	AND
452093	452093	p-Y364,Y418,Y536-IL2RB [plasma membrane]	EntityWithAccessionedSequence	452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	POS	AND
447099	447099	IL2 [extracellular region]	EntityWithAccessionedSequence	452104	452104	IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]	Complex	POS	AND
1250305	1250305	NRGs/EGF-like ligands:p-ERBB4cyt1 [plasma membrane]	Complex	1250316	1250316	NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane]	Complex	POS	AND
1963569	1963569	p-6Y-ERBB2 [plasma membrane]	EntityWithAccessionedSequence	1250316	1250316	NRGs/EGFLs:p-ERBB4cyt1:p-6Y-ERBB2 [plasma membrane]	Complex	POS	AND
381935	381935	Processed PDGF-B [extracellular region]	DefinedSet	184206	184206	active PDGF-BB dimer [extracellular region]	Complex	POS	AND
186806	186806	p-11Y-PDGFRA [plasma membrane]	EntityWithAccessionedSequence	186769	186769	Phospho-alpha-Phospho-beta receptor heterodimer [plasma membrane]	Complex	POS	AND
186803	186803	p-12Y-PDGFRB [plasma membrane]	EntityWithAccessionedSequence	186769	186769	Phospho-alpha-Phospho-beta receptor heterodimer [plasma membrane]	Complex	POS	AND
912321	912321	p-Y349,Y350,Y427-SHC1 [cytosol]	EntityWithAccessionedSequence	913428	913428	High affinity GM-CSF receptor complex dimer, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	POS	AND
913384	913384	High affinity GM-CSF receptor complex dimer, inactive JAK2, p(Y593, 628)- Bc [plasma membrane]	Complex	913428	913428	High affinity GM-CSF receptor complex dimer, inactive JAK2, phosphorylated Bc:p(Y427,349,350)-SHC1 [plasma membrane]	Complex	POS	AND
190330	190330	p-5Y-FGFR4 [plasma membrane]	EntityWithAccessionedSequence	190328	190328	Activated FGFR4 homodimer [plasma membrane]	Complex	POS	AND
189959	189959	FGFR4-binding FGFs [extracellular region]	DefinedSet	190328	190328	Activated FGFR4 homodimer [plasma membrane]	Complex	POS	AND
1963569	1963569	p-6Y-ERBB2 [plasma membrane]	EntityWithAccessionedSequence	1250329	1250329	NRGs/EGFLs:p-ERBB4cyt2:p-6Y-ERBB2 [plasma membrane]	Complex	POS	AND
1250309	1250309	NRGs/EGF-like ligands:p-ERBB4cyt2 [plasma membrane]	Complex	1250329	1250329	NRGs/EGFLs:p-ERBB4cyt2:p-6Y-ERBB2 [plasma membrane]	Complex	POS	AND
9610932	9610932	ACTN2 homodimer [cytosol]	Complex	9617309	9617309	GRIN1:GRIN2B NMDA receptors:DLG4:DLG1,DLG2,DLG3,DLG4:NEFL:ACTN2 [plasma membrane]	Complex	POS	AND
